pattern,broad_cell_type,timepoint_merged,day_merged_numeric,n_subjects,n_subject_groups,total_cells,mean_subject_score,sd_subject_score,median_subject_score,min_subject_score,max_subject_score,se_subject_score,n_cells_cell_level,mean_cell_score,median_cell_score
Pattern8,T_cell,D6,6.0,3,3,347,0.0023839357436680722,0.0008773582945017511,0.0023996527150189455,0.0014988245523600517,0.003253329963625219,0.000506543047506337,347,0.002188600541322378,1.30950902530458e-05
Pattern8,B_cell,D8,8.0,3,3,60,0.01149602171983579,0.01726007647933363,0.0019096159099014826,0.0011569459527757406,0.03142150329683015,0.009965109801576801,60,0.00899906427306878,3.0155710192047998e-05
Pattern8,Monocyte,D8,8.0,3,3,88,0.357482688673735,0.37179580309352994,0.28371261715888973,0.02810197171943618,0.760633477142879,0.21465640699962263,88,0.4503359417622877,0.39819486439228047
Pattern8,NK_cell,D8,8.0,3,3,105,0.007982907201255803,0.007994575325431248,0.007022736999784886,0.0005117792170494667,0.01641420538693306,0.004615670216194472,105,0.007820577751312731,0.000112103880383
Pattern8,Neutrophil,D8,8.0,2,2,8,0.0232123174937442,0.0034071882767492474,0.0232123174937442,0.0208030715584755,0.0256215634290129,0.0024092459352686997,8,0.0232123174937442,0.024534695781767403
Pattern8,Plasmablast,D8,8.0,2,2,4,0.06684613076504314,0.013130116541078905,0.06684613076504314,0.0575617363210766,0.0761305252090097,0.009284394443966549,4,0.06684613076504316,0.0714925983920692
Pattern8,T_cell,D8,8.0,3,3,335,0.0036696096793978894,0.0019695405807531614,0.0040018962620381555,0.0015550620872506816,0.00545187068890483,0.0011371147844777296,335,0.003128664365384586,3.07318769046105e-05
Pattern8,B_cell,D10,10.0,3,3,46,0.005698916301616549,0.005839023462384826,0.0036419175193032048,0.0011667716651940815,0.01228805972035236,0.00337116176781242,46,0.003747332344916717,0.0
Pattern8,Monocyte,D10,10.0,3,3,117,0.34715018492812916,0.31437135991212073,0.23449134901165966,0.10463124342883628,0.7023279623438915,0.18150238927077164,117,0.3997863482078936,0.302429407835007
Pattern8,NK_cell,D10,10.0,3,3,114,0.002174908901849926,0.0019422175782074253,0.0027785765653592577,2.54088566483309e-06,0.0037436092545256876,0.0011213398416028801,114,0.0034589257083130205,3.7235407717162153e-06
Pattern8,Neutrophil,D10,10.0,3,3,16,0.023503360626375817,0.014722707405051874,0.015684808536696855,0.0143393510952592,0.0404859222471714,0.008500159083506797,16,0.017066695963421807,0.01499846344813705
Pattern8,Plasmablast,D10,10.0,3,3,6,0.049298785736330904,0.0592100357198684,0.0268277749419212,0.004613645703102513,0.116454936563969,0.03418493006159338,6,0.02695621571971671,0.0091964334133081
Pattern8,T_cell,D10,10.0,3,3,301,0.0013071434689143652,0.0009540582611893125,0.0007566038692293741,0.0007560315303165731,0.0024087950071971483,0.0005508257939202359,301,0.001058238760116995,0.0
Pattern8,B_cell,D14/15,14.5,3,3,23,0.004137101389203046,0.005242733358886468,0.002000842838953066,0.0002997691542105775,0.010110692174445497,0.003026893516042533,23,0.0035247779056928343,3.74816299881786e-05
Pattern8,Monocyte,D14/15,14.5,3,3,103,0.3781515206652158,0.2835563921808518,0.24317311095755276,0.1873001572158601,0.7039812938222345,0.1637113593560539,103,0.4754058984153479,0.455942392349243
Pattern8,NK_cell,D14/15,14.5,3,3,144,0.0034063254025049703,0.0019108726808111215,0.0024153978116100102,0.002194457570976421,0.00560912082492848,0.0011032428566534029,144,0.0029811644484857595,7.926244336431409e-07
Pattern8,Neutrophil,D14/15,14.5,2,2,2,0.01047708274563775,0.012824332511735596,0.01047708274563775,0.0014089102623984,0.0195452552288771,0.009068172483239349,2,0.01047708274563775,0.01047708274563775
Pattern8,Plasmablast,D14/15,14.5,3,3,5,0.12830681188238977,0.07889096815040808,0.173324391245842,0.037213417390982335,0.174382627010345,0.045547721698268304,5,0.0918694540858268,0.0974594205617905
Pattern8,T_cell,D14/15,14.5,3,3,323,0.002095010378061208,0.0017368718517804858,0.0023594171541546144,0.00024109545143601992,0.0036845185285929887,0.0010027834311733474,323,0.0018669371243941859,2.58616387327493e-06
Pattern8,B_cell,D28,28.0,3,3,56,0.011289729438979818,0.011252546972661606,0.006546733796312773,0.0031851684774414674,0.024137286043185217,0.006496661023735088,56,0.009711739351043998,5.151510958967265e-05
Pattern8,Monocyte,D28,28.0,3,3,83,0.40849314403670905,0.24409875244951484,0.26985619385396276,0.2652815083662668,0.6903417298898977,0.14093048043557924,83,0.44111118043761655,0.33696648478508
Pattern8,NK_cell,D28,28.0,3,3,106,0.005808832437769282,0.0036680733359668455,0.0041424127007682375,0.003269795882425457,0.010014288730114148,0.002117763127927747,106,0.004107413481834413,2.4427328753517947e-05
Pattern8,Neutrophil,D28,28.0,3,3,11,0.010802060350882417,0.0055226987890481275,0.012894748865316297,0.004538849888679859,0.014972582298651093,0.0031885316325101568,11,0.01156033706865854,0.010258462280035
Pattern8,Plasmablast,D28,28.0,1,1,1,0.118380308151245,,0.118380308151245,0.118380308151245,0.118380308151245,,1,0.118380308151245,0.118380308151245
Pattern8,T_cell,D28,28.0,3,3,343,0.0036697890243139034,0.0019947142964169677,0.0030992910992641374,0.002022479006505801,0.005887596967171773,0.0011516488359927313,343,0.0031237001160472036,2.35288734984351e-05
Pattern9,B_cell,D0,0.0,3,3,73,0.009527100751206026,0.009808701227068208,0.008564802159942988,0.0002350158928929452,0.019781484200782146,0.005663056293848443,73,0.0098607714534554,2.29816705541452e-05
Pattern9,Monocyte,D0,0.0,3,3,110,0.011431938712440165,0.01011822401056824,0.008101501494766534,0.0033987245570418047,0.022795590085512157,0.005841759356222508,110,0.011349933073687563,8.917981904232869e-05
Pattern9,NK_cell,D0,0.0,3,3,88,0.48476771617692616,0.05298778671351905,0.48693783297425214,0.4307282105088236,0.5366371050477028,0.0305925129228127,88,0.5127419498325749,0.513856142759323
Pattern9,Neutrophil,D0,0.0,2,2,3,0.00023855783729230244,0.00013702773406798973,0.00023855783729230244,0.0001416645973222,0.00033545107726240487,9.689323997010243e-05,3,0.00027085558394900327,0.0001416645973222
Pattern9,Plasmablast,D0,0.0,2,2,2,0.0781285176053643,0.06966351306220346,0.0781285176053643,0.0288689751178026,0.127388060092926,0.049259542487561696,2,0.0781285176053643,0.0781285176053643
Pattern9,T_cell,D0,0.0,3,3,324,0.04417467312810073,0.0012298224043232222,0.04480417805974932,0.04275753425001079,0.044962307074542095,0.0007100382961914451,324,0.04434229846382352,0.00064652843866495
Pattern9,B_cell,D2,2.0,3,3,38,0.028338387530161737,0.03460800097006806,0.017769523377148756,0.0002471089171473259,0.06699853029618913,0.019980938676183627,38,0.02121678228378827,1.22549467960198e-05
Pattern9,Monocyte,D2,2.0,3,3,86,0.015324861143737016,0.0070582271306893875,0.017867923770163902,0.00734749695257673,0.020759162708470412,0.004075069333905038,86,0.013567699342842871,0.00011426068158465
Pattern9,NK_cell,D2,2.0,3,3,118,0.49876408792398547,0.07773829452475413,0.48444926450329445,0.4291780516505243,0.5826649476181377,0.04488222527020921,118,0.5438551583279998,0.5616118013858795
Pattern9,Neutrophil,D2,2.0,2,2,5,0.009480280815902587,0.012374806388441033,0.009480280815902587,0.0007299713027653231,0.018230590329039852,0.008750309513137263,5,0.007730218913275135,0.0003106283256784
Pattern9,Plasmablast,D2,2.0,3,3,5,0.05298662289149233,0.022525223900747744,0.06484953810771306,0.0270092394202948,0.0671010911464691,0.013004944082653304,5,0.057731788977980626,0.0595167279243469
Pattern9,T_cell,D2,2.0,3,3,348,0.041293809312343374,0.00924077047131943,0.040527209421001,0.032460218114111726,0.0508940004019174,0.005335161319135818,348,0.04213828942443202,0.00109273841371755
Pattern9,B_cell,D4,4.0,3,3,63,0.051680759870888486,0.08765663019906135,0.001726062950598781,0.0004211028182477918,0.15289511384381888,0.05060857904168355,63,0.039662502496309884,3.98583188143675e-06
Pattern9,Monocyte,D4,4.0,3,3,72,0.02418384443203024,0.0245173635986863,0.014652437616066175,0.0058635059334481805,0.05203558974657636,0.014155106473521467,72,0.0293759488946011,0.0009850981878116501
Pattern9,NK_cell,D4,4.0,3,3,103,0.48910867047146406,0.11993689742563711,0.4450841583311559,0.39740531146526337,0.624836541617973,0.06924560001446012,103,0.5755460683292556,0.585491359233856
Pattern9,Neutrophil,D4,4.0,3,3,10,0.0048790180154178854,0.004340279104420686,0.006148390128752588,4.55769608151968e-05,0.008443086956685874,0.0025058613092953912,10,0.006075175909131753,8.984504529507831e-05
Pattern9,Plasmablast,D4,4.0,3,3,4,0.01723638474747227,0.01757678197957443,0.0083349039778113,0.0058910498337354,0.0374832004308701,0.010147959807394661,4,0.01440005101903805,0.0097437826916575
Pattern9,T_cell,D4,4.0,3,3,348,0.03464412217944991,0.007447354101894982,0.03810809787049433,0.026095702904807186,0.03972856576304822,0.004299731895479532,348,0.03328150294752387,0.0003447958442848
Pattern9,B_cell,D6,6.0,3,3,61,0.024665675409294655,0.02751007387246048,0.01560503504582403,0.0028287287318896786,0.05556326245017026,0.01588294855569155,61,0.022525271621769205,5.54165717403521e-06
Pattern9,Monocyte,D6,6.0,3,3,64,0.024998336841144896,0.023707376182462856,0.024898508947842398,0.0013410322404718601,0.04875546933512042,0.013687460020724653,64,0.03019676938503489,0.00015883728337934999
Pattern9,NK_cell,D6,6.0,3,3,110,0.47068090918587474,0.09204947872779039,0.4288978576660156,0.40693356096744526,0.5762113089241633,0.05314479132225451,110,0.5347198310223493,0.54081654548645
Pattern9,Neutrophil,D6,6.0,3,3,12,0.0043584583003292675,0.004029428997805052,0.0044648316688835,0.00027689581702358457,0.008333647415080718,0.002326391916563231,12,0.005003260924695469,0.0010041753121186
Pattern9,Plasmablast,D6,6.0,3,3,6,0.11884220175044098,0.10532349808112845,0.1545109717020143,0.000315992947435,0.20169964060187365,0.06080854996913255,6,0.1445413648762042,0.0702350623905659
Pattern9,T_cell,D6,6.0,3,3,347,0.049087595356575996,0.01862151299006057,0.04948892944012261,0.030268659215500447,0.06750519741410492,0.010751135537529585,347,0.05342394182089573,0.0015765560092404
Pattern9,B_cell,D8,8.0,3,3,60,0.027249562031722935,0.041109093260281074,0.006732347519174603,0.0004374196305239744,0.07457891894547022,0.02373434605996471,60,0.021280934685099104,1.70139410329284e-05
Pattern9,Monocyte,D8,8.0,3,3,88,0.011380611632150192,0.002887403209293542,0.011765394934857079,0.00832011021119114,0.014056329750402354,0.0016670430201446158,88,0.011333321219343469,0.00028830264636780004
Pattern9,NK_cell,D8,8.0,3,3,105,0.5428229064718576,0.09598123994743524,0.56573752562205,0.4374582564288918,0.6252729373646307,0.0554147947208058,105,0.6038961018834795,0.649044811725616
Pattern9,Neutrophil,D8,8.0,2,2,8,0.012886368769841255,0.0023518185108038223,0.012886368769841255,0.011223381952731825,0.014549355586950686,0.0016629868171094302,8,0.012886368769841255,0.01126515772193665
Pattern9,Plasmablast,D8,8.0,2,2,4,0.019147558568121795,0.013438325134287703,0.019147558568121795,0.009645227737877337,0.02864988939836625,0.009502330830244456,4,0.019147558568121795,0.01649897964671255
Pattern9,T_cell,D8,8.0,3,3,335,0.04559898487261726,0.0094894536717595,0.04710019084769298,0.035448407605658865,0.05424835616449993,0.005478738631852831,335,0.048396636768345304,0.0013568793656304
Pattern9,B_cell,D10,10.0,3,3,46,0.0016485947061819408,0.0006954677936366352,0.001365685656834018,0.0011391672873871956,0.0024409311743246085,0.00040152851786882644,46,0.0014025245121940238,3.89470424124738e-05
Pattern9,Monocyte,D10,10.0,3,3,117,0.024779909457269475,0.01743402551355894,0.021382813598613354,0.009294451730093864,0.04366246304310121,0.010065539323312058,117,0.02587381265204959,7.866869418649e-05
Pattern9,NK_cell,D10,10.0,3,3,114,0.5162860062503948,0.13643491387426956,0.4886863292618232,0.3957609434922537,0.6644107459971075,0.07877073425217294,114,0.6234292848068371,0.636630564928055
Pattern9,Neutrophil,D10,10.0,3,3,16,0.004942126032964961,0.0034512496219316563,0.00514079647837205,0.0013958325143903,0.008289749106132534,0.001992579898262836,16,0.0074652602406785834,0.0012423433945514
Pattern9,Plasmablast,D10,10.0,3,3,6,0.022364489942750265,0.01404861099451297,0.02317823904741089,0.0079266913235187,0.0359885394573212,0.008110969339422399,6,0.022771364495080576,0.00946175307035445
Pattern9,T_cell,D10,10.0,3,3,301,0.05133016747042315,0.01163038511013121,0.05611561100833697,0.038070500159178795,0.059804391243753675,0.00671480597411327,301,0.054154135755701494,0.000516788160894
Pattern9,B_cell,D14/15,14.5,3,3,23,0.004035539842810246,0.005061660340554281,0.0022389136296911702,0.00011726638927454132,0.009750439509465029,0.002922350960165467,23,0.0034604778625307404,5.67984488952789e-06
Pattern9,Monocyte,D14/15,14.5,3,3,103,0.011630566054617117,0.012943009129616117,0.005539907664334909,0.002856445363702188,0.02649534513581425,0.007472649805107649,103,0.016088325385526275,7.55910787120229e-06
Pattern9,NK_cell,D14/15,14.5,3,3,144,0.6042330836823023,0.07241258871643183,0.5936689121382577,0.5376828528112836,0.6813474860973656,0.04180742758814958,144,0.6283827161726853,0.638606518507004
Pattern9,Neutrophil,D14/15,14.5,2,2,2,0.0173107228038134,0.023811848463004992,0.0173107228038134,0.0004732032830361,0.0341482423245907,0.0168375195207773,2,0.0173107228038134,0.0173107228038134
Pattern9,Plasmablast,D14/15,14.5,3,3,5,0.013521126159402102,0.013045320991193656,0.014240621176819901,0.0001309471554122,0.0261918101459742,0.007531719585930733,5,0.01380892416636922,0.0003303542907815
Pattern9,T_cell,D14/15,14.5,3,3,323,0.05970862227344729,0.026105596956344877,0.050365620314391416,0.0395601025390046,0.08920014396694587,0.01507207343010159,323,0.06185769802441704,0.0005877264193259
Pattern9,B_cell,D28,28.0,3,3,56,0.04094252757961868,0.06582524926841253,0.0037773882211240323,0.002105346705625194,0.11694484781210682,0.038004225384592194,56,0.03518535369389654,2.133651832991745e-05
Pattern9,Monocyte,D28,28.0,3,3,83,0.021876070086797136,0.032332811081075455,0.003617137126516845,0.002803245919393984,0.059207827214480584,0.01866735718131623,83,0.026212720515222335,6.9339876063168e-05
Pattern9,NK_cell,D28,28.0,3,3,106,0.4763751077041647,0.10041908292647457,0.5143456434210142,0.36250743352704584,0.552272246164434,0.05797698455937545,106,0.5318665617620045,0.5370310842990875
Pattern9,Neutrophil,D28,28.0,3,3,11,0.005665500979254517,0.005967793823583778,0.004628927213464823,0.00028389809691966797,0.012083677627379061,0.0034455073705142807,11,0.006832442188004434,0.0007218770915642
Pattern9,Plasmablast,D28,28.0,1,1,1,0.05259894952178,,0.05259894952178,0.05259894952178,0.05259894952178,,1,0.05259894952178,0.05259894952178
Pattern9,T_cell,D28,28.0,3,3,343,0.05049566205581043,0.01617180457424042,0.05908938247514273,0.031841286733730614,0.06055631695855793,0.009336795724219728,343,0.04816498017394726,0.0007123598479665
Pattern10,B_cell,D0,0.0,3,3,73,0.706420382877296,0.08082187294640351,0.723357288925736,0.6184721773579007,0.7774316823482513,0.046662530102015806,73,0.7117034874550284,0.714396178722382
Pattern10,Monocyte,D0,0.0,3,3,110,0.06283538179316467,0.005031848198414729,0.06197081448435081,0.05829183498238417,0.06824349591275902,0.0029051389118760775,110,0.06261297140744139,0.0358130540698767
Pattern10,NK_cell,D0,0.0,3,3,88,0.022068611741373218,0.006017455749814385,0.021502913769538848,0.016353981002066566,0.02834894045251425,0.0034741796969919967,88,0.02535216596561697,0.0090356594882905
Pattern10,Neutrophil,D0,0.0,2,2,3,0.005993768791086025,0.007119670563989286,0.005993768791086025,0.00095940145547495,0.0110281361266971,0.005034367335611075,3,0.004315646345882333,0.0014856262132525
Pattern10,Plasmablast,D0,0.0,2,2,2,0.31297121942043304,0.08177763553280867,0.31297121942043304,0.255145698785782,0.370796740055084,0.057825520634650976,2,0.31297121942043304,0.31297121942043304
Pattern10,T_cell,D0,0.0,3,3,324,0.01181206628566167,0.0018371107269018812,0.011934637544120516,0.009916739207105698,0.01358482210575879,0.0010606563727079503,324,0.01194966550704923,0.0001473794327466
Pattern10,B_cell,D2,2.0,3,3,38,0.6807858030001324,0.0861011725337401,0.6699720919132234,0.600602298974991,0.7717830181121826,0.04971053513989726,38,0.6955564484784479,0.706748366355896
Pattern10,Monocyte,D2,2.0,3,3,86,0.05997600944521884,0.008135757509517429,0.05881381951497557,0.05248384384361775,0.0686303649770632,0.004697181788181407,86,0.06155017231555559,0.04594585858285425
Pattern10,NK_cell,D2,2.0,3,3,118,0.020837651850843977,0.007623525718372839,0.022694008184080523,0.0124573867113213,0.02736156065713011,0.004401444625676594,118,0.02305271930219023,0.0035139747196807998
Pattern10,Neutrophil,D2,2.0,2,2,5,0.0018069454797568826,0.0012851245032128751,0.0018069454797568826,0.0008982252288660655,0.0027156657306477,0.000908720250890817,5,0.0019886895299350464,0.0012592835118994
Pattern10,Plasmablast,D2,2.0,3,3,5,0.3972207175360787,0.031168115454586483,0.384175777435303,0.374694546063741,0.432791829109192,0.017994919847838842,5,0.3882102489471436,0.384175777435303
Pattern10,T_cell,D2,2.0,3,3,348,0.013365144541096398,0.003928305576301999,0.012477044798578984,0.009956916665838018,0.01766147215887219,0.002268008281937067,348,0.01361777713436166,0.0002520790731068
Pattern10,B_cell,D4,4.0,3,3,63,0.6595145213287888,0.07681122844572369,0.6986952996253968,0.5710139386355877,0.7088343257253821,0.044346983419924414,63,0.6698088995994084,0.699962556362152
Pattern10,Monocyte,D4,4.0,3,3,72,0.07725547988027406,0.010618569844484683,0.08117330565958893,0.06523465830416944,0.08535847567706382,0.006130634158122075,72,0.0794691809018601,0.060759924352168995
Pattern10,NK_cell,D4,4.0,3,3,103,0.012998390394639625,0.011168751071396385,0.01662488429555251,0.0004670556023711378,0.021903231285995226,0.006448281437582624,103,0.019418348205256623,0.0008335241582244
Pattern10,Neutrophil,D4,4.0,3,3,10,0.0002284431179052195,0.00022240487511021888,0.00012599788260554584,7.57229524121171e-05,0.00048360851869799553,0.00012840551451396998,10,0.00028972072159374205,9.3100596131969e-05
Pattern10,Plasmablast,D4,4.0,3,3,4,0.4277349611123404,0.01656817363870328,0.42137071490287803,0.415292531251907,0.446541637182236,0.0095656395102858,4,0.4261438995599748,0.4283662289381025
Pattern10,T_cell,D4,4.0,3,3,348,0.014363320525981894,0.0037553154493186773,0.014036446925393613,0.010782126588697176,0.01827138806385489,0.002168132385556099,348,0.01423726175002194,0.0002778182679321
Pattern10,B_cell,D6,6.0,3,3,61,0.6649022617113857,0.091848126019652,0.6905480234750679,0.5629569962620735,0.7412017653970158,0.053028540282008756,61,0.6711981411351532,0.678443491458893
Pattern10,Monocyte,D6,6.0,3,3,64,0.0684704216584155,0.008367697794450521,0.06841655271521108,0.060129788384132986,0.07686492387590246,0.004831092574123446,64,0.06651474403251798,0.030029273591935652
Pattern10,NK_cell,D6,6.0,3,3,110,0.019533169501552584,0.011499764183688716,0.017358939504642117,0.009275721078665818,0.031964847921349814,0.006639391947069898,110,0.019426688785790694,0.0016247842577286
Pattern10,Neutrophil,D6,6.0,3,3,12,0.010300358212690382,0.011079080718795518,0.008200005192823758,0.00042179200136158716,0.0222792774438858,0.006396510235370185,12,0.007953812837513374,0.00115447753341865
Pattern10,Plasmablast,D6,6.0,3,3,6,0.39968946410550005,0.1074416411497631,0.361980855464935,0.3161853204170863,0.520902216434479,0.0620314604399909,6,0.3655699814359347,0.3652742952108385
Pattern10,T_cell,D6,6.0,3,3,347,0.013935934154101964,0.0053840541534475456,0.014636370885247881,0.00823594192260701,0.018935489654451004,0.003108485114824463,347,0.015246016301241172,0.0004073450691066
Pattern10,B_cell,D8,8.0,3,3,60,0.6239869703966953,0.06337634814116529,0.6138481118462301,0.5662912487983702,0.6918215505454852,0.03659035165955722,60,0.6318487142523129,0.6339856088161465
Pattern10,Monocyte,D8,8.0,3,3,88,0.06586615810915869,0.012947541856971065,0.061771547267453555,0.05546097535779199,0.08036595170223053,0.007475266776466192,88,0.06319698445977777,0.04284104891121385
Pattern10,NK_cell,D8,8.0,3,3,105,0.018836073150609912,0.007633800864321632,0.016705597165176382,0.012493833860692867,0.027308788425960486,0.004407376983956092,105,0.01769607158379709,0.0018618904286995
Pattern10,Neutrophil,D8,8.0,2,2,8,0.004983962593541922,0.005569386255907221,0.004983962593541922,0.0010458118049427702,0.008922113382141075,0.003938150788599152,8,0.004983962593541922,0.00025267392629755
Pattern10,Plasmablast,D8,8.0,2,2,4,0.269994366914034,0.1343734095543343,0.269994366914034,0.174978017807007,0.365010716021061,0.095016349107027,4,0.269994366914034,0.17794366925954802
Pattern10,T_cell,D8,8.0,3,3,335,0.01365844180047486,0.005180661512102122,0.016040790549289526,0.0077151558393892304,0.01721937901274583,0.0029910563185924937,335,0.015368553613517345,0.0004633202333934
Pattern10,B_cell,D10,10.0,3,3,46,0.6493744860864622,0.025746014509536216,0.6543706247681067,0.6214965780576068,0.672256255433673,0.014864468407640746,46,0.6582478848488434,0.6387161314487455
Pattern10,Monocyte,D10,10.0,3,3,117,0.05684244254511028,0.024492729559707264,0.05266410684328093,0.03470765666511902,0.0831555641269309,0.014140884004485694,117,0.05201243775601865,0.0422960519790649
Pattern10,NK_cell,D10,10.0,3,3,114,0.011123619152733596,0.009366245778997207,0.016167751189017417,0.0003163790873562,0.01688672718182717,0.005407604521800234,114,0.015889359570919442,0.00017966133600559998
Pattern10,Neutrophil,D10,10.0,3,3,16,0.003537977290481893,0.004897041967031275,0.00093649984046345,0.0004906984977424,0.00918673353323983,0.002827308497898401,16,0.007611952131924193,0.0004442743666004
Pattern10,Plasmablast,D10,10.0,3,3,6,0.31442278747757263,0.21921575023939577,0.41324748471379275,0.0631916970014572,0.466829180717468,0.12656427241132093,6,0.3638351360956827,0.4439363479614255
Pattern10,T_cell,D10,10.0,3,3,301,0.010714119362447422,0.00469489221090669,0.013349963572826237,0.005293605777962074,0.01349878873655396,0.0027105972817832546,301,0.011931765114782358,8.75061596161686e-05
Pattern10,B_cell,D14/15,14.5,3,3,23,0.6614288159266666,0.07502439985126083,0.6534080074893104,0.5907370746135711,0.7401413656771184,0.04331535744991556,23,0.6672271930653116,0.659462988376617
Pattern10,Monocyte,D14/15,14.5,3,3,103,0.03690934671404494,0.008190766778509788,0.032731261044458664,0.0316501679596957,0.04634661113798044,0.0047289414044420705,103,0.03336466121289807,0.0041510574519634
Pattern10,NK_cell,D14/15,14.5,3,3,144,0.0119622388544209,0.0014337216922334576,0.012350026648309469,0.01037451090675033,0.013162179008202901,0.0008277596049539926,144,0.012417094342947098,4.5815400881110704e-05
Pattern10,Neutrophil,D14/15,14.5,2,2,2,0.00025228003141815,0.00021376680399953955,0.00025228003141815,0.0001011240747175,0.0004034359881188,0.00015115595670065,2,0.00025228003141815,0.00025228003141815
Pattern10,Plasmablast,D14/15,14.5,3,3,5,0.38726464907328273,0.05811247838099388,0.389912515878677,0.3278734982013703,0.444007933139801,0.033551255036543125,5,0.36350818872451784,0.389912515878677
Pattern10,T_cell,D14/15,14.5,3,3,323,0.008732648043542216,0.000982254551982872,0.008706807989927248,0.007763568465658867,0.009727567675040535,0.0005671049300000465,323,0.009014870962699338,7.9449666372966e-05
Pattern10,B_cell,D28,28.0,3,3,56,0.6448542167418141,0.08769551775076768,0.6814898194805267,0.5447814259678126,0.708291404777103,0.05063103078012933,56,0.6467376761138439,0.6565548479557035
Pattern10,Monocyte,D28,28.0,3,3,83,0.0915263743397721,0.03581145671236503,0.07439039599905901,0.06750250691079464,0.13268622010946268,0.02067575417295658,83,0.08421131895070091,0.0574561022222042
Pattern10,NK_cell,D28,28.0,3,3,106,0.017309167715128637,0.010193988827933136,0.023022343842491546,0.005539829114866262,0.023365330188028107,0.005885502193923234,106,0.02107231271398518,0.00440857675857835
Pattern10,Neutrophil,D28,28.0,3,3,11,0.0064225331935631146,0.002016301258281238,0.0060768296049597,0.004601434753840275,0.008589335221889368,0.0011641120742360539,11,0.0060914243863407795,0.0001691863726591
Pattern10,Plasmablast,D28,28.0,1,1,1,0.43023756146431,,0.43023756146431,0.43023756146431,0.43023756146431,,1,0.43023756146431,0.43023756146431
Pattern10,T_cell,D28,28.0,3,3,343,0.009586653751048509,0.0031551216655988637,0.009512918684281408,0.006469045879601963,0.012777996689262152,0.0018216103429595245,343,0.009549316019598622,0.0001349058875348
