subject,broad_cell_type,timepoint_merged,day_merged_numeric,n_cells,Pattern1,Pattern2,Pattern3,Pattern4,Pattern5,Pattern6,Pattern7,Pattern8,Pattern9,Pattern10,ifn_program_score,translation_program_score,mito_program_score,plasmablast_program_score
Subject3,NK_cell,D4,4.0,79,0.04615192561628381,0.002984705190968556,0.013140955842156394,0.04988072278158083,0.07268164645150016,0.4730967241751996,0.02146725995873302,0.006190101213697558,0.624836541617973,0.021903231285995226,-0.0788413812440156,1.5723028057337856,2.7969509559341623,-0.1427359296953628
Subject3,NK_cell,D6,6.0,82,0.04915970124768978,0.004444852012451227,0.018154502590263303,0.04143169037439573,0.09338111992252396,0.4501479742367092,0.03599430800087947,0.006168988574234547,0.5762113089241633,0.017358939504642117,-0.051280433472579094,1.6611426233829933,2.815898668242664,-0.14638845400112432
Subject3,NK_cell,D8,8.0,91,0.048447932957958205,0.002824806406147582,0.025472915687294123,0.05165007439730808,0.09493927966090263,0.490573634321873,0.025172728739623815,0.007022736999784886,0.6252729373646307,0.016705597165176382,-0.03723699774934259,1.6073440067114175,2.7030054666707803,-0.13100875276785628
Subject3,Neutrophil,D0,0.0,1,0.0001158810846391,0.0001868661493062,2.00816302822204e-05,0.0013329079374671,0.0259742438793182,0.0002193011023337,0.0585584007203579,0.0026926102582365,0.0001416645973222,0.0110281361266971,-0.0724755160013835,0.461170032316325,0.0650233888626099,-0.0281414159138997
Subject3,Neutrophil,D10,10.0,1,0.0109716337174177,0.0165367256850004,0.041132964193821,0.0001834688737289,0.0161082427948713,0.0007476265891455,0.035056184977293,0.0404859222471714,0.0013958325143903,0.0004906984977424,0.250768807729085,-0.199699207228057,3.73212566375732,-0.0323272323608398
Subject3,Neutrophil,D14/15,14.5,1,0.0008508717291988,0.0003035411355085,0.0243279188871384,0.0002377557248109,0.0056242779828608,0.000470517843496,0.0415064357221127,0.0195452552288771,0.0341482423245907,0.0004034359881188,0.0562912452220917,0.176831418154191,-0.0108258056640625,-0.0412055206298828
Subject3,Neutrophil,D2,2.0,2,4.3719091991079053e-05,0.00016599092350584176,1.650174397127559e-06,0.0133072647513472,0.03848991077393295,0.023895199643448,0.0259161138674244,0.02326879650354385,0.018230590329039852,0.0008982252288660655,-0.0614945141474406,0.01463311849808205,0.686916999816894,-0.03165127118428545
Subject3,Neutrophil,D28,28.0,5,0.0003994438290646675,0.0038695567898684954,0.0031803305751964004,0.00493010629143096,0.0507960805669427,0.008185418198627274,0.024989249161444578,0.014972582298651093,0.012083677627379061,0.004601434753840275,-0.07720832570393879,-0.17463632298975568,0.28435596847534167,-0.03040670776367186
Subject3,Neutrophil,D4,4.0,2,0.000631274581564838,0.00010581828769313301,1.5623181418844537e-06,0.01058691967045885,0.045326572842896,0.0200539589859545,0.03783788718283175,0.0273067820817232,4.55769608151968e-05,0.00012599788260554584,-0.0804984124501546,-0.006334520800381299,0.11127267241477956,-0.0145934001604716
Subject3,Neutrophil,D6,6.0,6,0.0024152828918886245,0.000290923549376484,0.00012337202436657095,0.00761556350820075,0.05124314222484825,0.003533220119910119,0.047265786056717246,0.015389044148226567,0.008333647415080718,0.008200005192823758,-0.06717338780562084,0.1753387739058255,0.3933225496610003,-0.03323093785179987
Subject3,Neutrophil,D8,8.0,4,0.0002707618900785562,0.0006575985207746224,0.003927656361952348,0.010744679902018104,0.0314838769409107,0.006826365555752951,0.053644529734810924,0.0256215634290129,0.011223381952731825,0.008922113382141075,-0.08788885732491825,-0.08941036903736527,0.39835324168205277,-0.037311506668726575
Subject3,Plasmablast,D10,10.0,1,0.124414347112179,5.22992877449724e-06,0.195048809051514,0.0671911537647247,0.253852874040604,0.116227105259895,0.0002240303292637,0.0268277749419212,0.0079266913235187,0.0631916970014572,1.02056229273478,1.57608097426745,1.88738513946533,1.84773631413778
Subject3,Plasmablast,D14/15,14.5,1,8.82675449247472e-05,0.0,0.14650259912014,7.93219442130066e-05,0.797341585159302,0.111449256539345,5.99951135882293e-06,0.174382627010345,0.0261918101459742,0.389912515878677,0.490909067789713,1.86749836863304,1.94622463226318,0.728281936645508
Subject3,Plasmablast,D2,2.0,3,0.0577317867428064,6.112828714321934e-07,0.013677096871958836,0.026604540442349372,0.8110872705777487,0.09542375306288386,7.647118964841865e-05,0.19454707205295566,0.06484953810771306,0.374694546063741,-0.435330452124278,1.7975075893661634,2.5512634785970034,0.702975920041403
Subject3,Plasmablast,D28,28.0,1,0.0363401398062706,0.0,0.0023710990790277,6.05550170007518e-08,0.744561016559601,0.164485320448875,7.98025848780526e-06,0.118380308151245,0.05259894952178,0.43023756146431,-0.572684256831805,1.90460119442064,2.23621032714844,0.838225879669189
Subject3,Plasmablast,D4,4.0,1,0.0738444253802299,0.0,0.0002641681348904,8.33799931569956e-05,0.751360535621643,0.0976386144757271,0.0,0.173282161355019,0.0374832004308701,0.415292531251907,-0.310833463668823,1.66374167617486,2.14187324523926,0.865340379079183
Subject3,Plasmablast,D6,6.0,2,0.0001423681214873584,8.0174695540336e-06,0.005580191856442888,0.04209426145560259,0.7126611769199375,0.16822229698300348,3.43812016581069e-05,0.134911239147186,0.20169964060187365,0.361980855464935,-0.414895803928375,1.78829364630641,2.37186273574829,0.6730885998407995
Subject3,T_cell,D0,0.0,81,0.09642244628296016,0.0021497162391891787,0.01827136920907214,0.01618068148675764,0.05723301065917674,0.613422065237422,0.28622530179507766,0.0038920616736064484,0.04275753425001079,0.009916739207105698,-0.09278540501869265,2.043140032273992,2.585154155213156,-0.1478783419838658
Subject3,T_cell,D10,10.0,55,0.08427788001787456,0.0004971372355839735,0.20441027893261474,0.007849290592776068,0.0774940027053702,0.6112472149458799,0.28696445632614825,0.0024087950071971483,0.038070500159178795,0.005293605777962074,1.0490639000516948,1.7224384970479198,2.3593482305353337,-0.17132257374850185
Subject3,T_cell,D14/15,14.5,59,0.06569655437729642,0.0010144886878864661,0.1595092589761746,0.01881313980848236,0.09613064699038598,0.6342941569440635,0.30010044841944006,0.0036845185285929887,0.0395601025390046,0.007763568465658867,0.6457153458514455,1.6968820182892006,2.0270349509029066,-0.1838078939712654
Subject3,T_cell,D2,2.0,77,0.08175728821510786,0.0031899669534665156,0.01573977186556633,0.04899050490953321,0.09881959930073929,0.6725537788558316,0.25017422626049,0.004381555199006752,0.032460218114111726,0.009956916665838018,-0.09065755823473906,2.0860872137871973,2.591989963581036,-0.1630527838122793
Subject3,T_cell,D28,28.0,59,0.09012039416529467,0.0022345030724387036,0.021649383800557816,0.0085761966634794,0.045750922631431795,0.5991074915154505,0.24558069551459102,0.005887596967171773,0.05908938247514273,0.009512918684281408,-0.09852265137063582,2.0902386740061374,2.386094603457694,-0.17360243820874702
Subject3,T_cell,D4,4.0,68,0.09954368574162686,0.0025306861747885503,0.025117916806268785,0.021386633453227125,0.0977113578440296,0.6645042265162749,0.27134635944788205,0.00810549463052972,0.03972856576304822,0.014036446925393613,-0.07103828489780428,2.10868915203525,2.61908395430621,-0.179259218748878
Subject3,T_cell,D6,6.0,63,0.10538375482705095,0.004223134954785887,0.03045012170639213,0.012846257955625218,0.1366536273028595,0.6439907271710653,0.2723500427627375,0.003253329963625219,0.030268659215500447,0.00823594192260701,-0.06751109844162358,2.1077061716622807,2.5820343005467974,-0.18868882782875546
Subject3,T_cell,D8,8.0,48,0.08811550994512868,0.0016673557817436125,0.043104103624857025,0.012482710522111322,0.11381206011901668,0.6462991399069627,0.3201614907702605,0.00545187068890483,0.035448407605658865,0.0077151558393892304,0.042115622642967414,2.1175269296988337,2.5799790096282957,-0.17570735837850307
Subject5,B_cell,D0,0.0,27,0.08073684439659694,0.01381664498141523,0.006747189368835993,0.17711700673680747,0.10445178212803849,0.016513714895948103,0.02655065327069515,0.004329477098169539,0.019781484200782146,0.723357288925736,-0.31540003050992516,1.757830499431354,3.1601789968985106,0.1275614823676921
Subject5,B_cell,D10,10.0,21,0.03902977749466309,0.003909174182933287,0.10933028658231106,0.19998016930445114,0.0861788190602619,0.010105890024284405,0.05350850197434434,0.0036419175193032048,0.0011391672873871956,0.672256255433673,0.5084769387472241,1.4392481394713077,2.849878699893045,-0.1005657879889958
Subject5,B_cell,D14/15,14.5,9,0.014104894284779821,0.010442943541837248,0.1149054614620076,0.3657659327629214,0.13984472242494417,0.017021183087510716,0.04421201570384407,0.002000842838953066,0.0022389136296911702,0.6534080074893104,0.3033584965599902,1.3161247441557802,2.3272839864095034,0.03206141542505338
Subject5,B_cell,D2,2.0,15,0.08056421232964416,0.0051994228740113585,0.009465398170865068,0.1398200487430585,0.13351670495000387,0.029633739620582362,0.08283049327822792,0.005989080194452352,0.017769523377148756,0.6699720919132234,-0.29461694592899745,1.5796046801975794,2.9456209716796873,-0.010290307389365264
Subject5,B_cell,D28,28.0,31,0.06319552112324246,0.01339762187972008,0.008793092326291965,0.2752864732503225,0.07263846283576789,0.01321488109904073,0.0429271906673705,0.0031851684774414674,0.002105346705625194,0.6814898194805267,-0.296271408950129,1.6815642103543014,2.9294087834512035,0.14113452963931591
Subject5,B_cell,D4,4.0,25,0.061837722058985495,0.005458999102681898,0.0011643023583051467,0.10851577065692711,0.055910933532184084,0.02209858540057893,0.050086204217295746,0.0008768934420413588,0.001726062950598781,0.6986952996253968,-0.31655672418276476,1.7870350567175424,3.192099938964844,0.0070520580768585915
Subject5,B_cell,D6,6.0,17,0.07562916573276797,0.008594278820523589,0.0031721921489251794,0.21240897967382968,0.09229559177423219,0.022941786394859356,0.047808309155007764,0.007787655787818516,0.0028287287318896786,0.7412017653970158,-0.34688311551131457,1.722240375298984,3.0565227777817676,0.05491090321073352
Subject5,B_cell,D8,8.0,23,0.058860937989724395,0.0013309205061872089,0.009329717093229798,0.2753489990525865,0.051640997260407204,0.019496002515693237,0.024245893621352727,0.0011569459527757406,0.0004374196305239744,0.6918215505454852,-0.31117861979249595,1.7946337570420596,2.9809826991869057,0.06942625512247512
Subject5,Monocyte,D0,0.0,49,0.19068034294630645,0.48991820824389554,0.03405762912483778,0.04343184473797552,0.16033122854010787,0.0018188992839745096,0.012187994615448255,0.26294916123151774,0.0033987245570418047,0.05829183498238417,-0.35001261124805527,1.3075188328106666,2.974447687888632,-0.19446147819360093
Subject5,Monocyte,D10,10.0,45,0.1797703424319884,0.41002536051803173,0.2864902564220958,0.03554005887610965,0.07444957704987651,0.004898166974138331,0.017856369399587235,0.23449134901165966,0.009294451730093864,0.03470765666511902,0.7244286413545962,0.7738122885459676,2.558516944885255,-0.16413649693241825
Subject5,Monocyte,D14/15,14.5,41,0.039511279472975835,0.4372702855162504,0.3700736572102803,0.22954454047625986,0.14071961872569544,0.002050472521104414,0.016555388005289662,0.24317311095755276,0.005539907664334909,0.032731261044458664,0.7582707426799989,0.5723093694095414,2.2702339125842586,-0.04631444016123208
Subject5,Monocyte,D2,2.0,39,0.23468165282545855,0.41292856213374013,0.06710289198973528,0.038264483206731106,0.16024227339270952,0.0016688858281959696,0.021532148118292477,0.29817085961500805,0.00734749695257673,0.05881381951497557,-0.28060141030539815,1.2829438676889,2.821888850285457,-0.17479981504953823
Subject5,Monocyte,D28,28.0,18,0.23041832699851097,0.35915500256750327,0.035619500990927096,0.08587577857320455,0.22504891161470805,0.0024395976472533173,0.0019359623508449027,0.2652815083662668,0.002803245919393984,0.13268622010946268,-0.38116166055202494,1.3341391189298397,2.8793226665920684,-0.13925110022226975
Subject5,Monocyte,D4,4.0,24,0.21685533265696225,0.4221949093043804,0.02862684321050296,0.0437349007649126,0.16753368047889686,0.00466840451793615,0.017780563783058305,0.24539854377508163,0.0058635059334481805,0.08535847567706382,-0.3810561866892708,1.3620603661350652,3.003313439687093,-0.19332761889530556
Subject5,Monocyte,D6,6.0,17,0.2292071448294284,0.5144578323644751,0.019183572449933847,0.047464935003905945,0.20263614830371493,3.800303499487567e-05,0.008730927103188684,0.25401221434859667,0.0013410322404718601,0.06841655271521108,-0.4737124168522217,1.4744489297431782,2.9165063252168557,-0.18162382522050088
Subject5,Monocyte,D8,8.0,25,0.1133958272003179,0.3734279659390449,0.035879512385588244,0.09121559113557728,0.17805798602705405,0.013333944976534437,0.06376661358851154,0.28371261715888973,0.00832011021119114,0.061771547267453555,-0.2117286366065343,1.5654599616965463,3.0324621795654294,-0.1324111555417379
Subject5,NK_cell,D0,0.0,21,0.2354851915013223,0.0162198868119525,0.02417480457275122,0.37958388385318564,0.07134412547677693,0.0001556282081020511,0.03993813812485315,0.007200742874634392,0.48693783297425214,0.021502913769538848,-0.08189123619170413,1.1358934699967722,2.87304586864653,-0.15790448306098823
Subject5,NK_cell,D10,10.0,22,0.13514175554886065,0.007181175934585383,0.2523415762592446,0.4401432580568574,0.11093196659997127,0.0062516751778373784,0.034994614780881506,0.0027785765653592577,0.4886863292618232,0.01688672718182717,1.0414866393985163,0.633613109035704,2.3831103983792388,-0.07542797032630805
Subject5,NK_cell,D14/15,14.5,36,0.07947029516785951,0.002100157300231347,0.2232191862745418,0.5792543374829823,0.21702323324027223,0.01873406095865942,0.00715133102831246,0.002194457570976421,0.5376828528112836,0.012350026648309469,0.6966222675641378,0.48951150034290325,1.9569092729356556,-0.06555818132780215
Subject5,NK_cell,D2,2.0,31,0.24107949278797397,0.015088864626461007,0.021158728680617394,0.35185376194215595,0.04683301335242434,0.020987165972822342,0.030225248580285143,0.006653891630033691,0.48444926450329445,0.02736156065713011,-0.023954116067578714,1.070124773621324,2.824736195225869,-0.12414446744867548
Subject5,NK_cell,D28,28.0,9,0.21746032767825657,0.016306728303283703,0.0311800805199343,0.40570270726152546,0.012020605189516352,0.03440607043890193,0.019453048080069663,0.0041424127007682375,0.36250743352704584,0.023365330188028107,-0.045232006443871174,1.1382672840775816,2.405952406989204,-0.11079160292943309
Subject5,NK_cell,D4,4.0,16,0.22363856094699489,0.008793849600380084,0.016897799846205427,0.3889057193882764,0.017147063447488616,0.018150767270221028,0.034803569871339625,0.01239373552654044,0.39740531146526337,0.01662488429555251,-0.144175516764323,1.0841682483347088,2.9474388885498044,-0.1365997878710429
Subject5,NK_cell,D6,6.0,20,0.18816416661152857,0.004194525005579651,0.02901441873485665,0.48558364659547804,0.07535861215646937,0.03747893531032105,0.017034614521156743,0.012445976307724014,0.40693356096744526,0.031964847921349814,-0.04548598078886672,1.0976916971255324,2.5940628890991215,-0.0764092290997505
Subject5,NK_cell,D8,8.0,11,0.15230519961332073,0.01070678963004536,0.0233363809741356,0.3339089521576912,0.10388565307322942,0.07560388112575699,0.07297180699185907,0.01641420538693306,0.4374582564288918,0.027308788425960486,-0.07897664373571221,1.3011285254597011,2.743430102955212,-0.05867269718285759
Subject5,Neutrophil,D10,10.0,2,0.01826652977615595,0.0001915171387735981,0.00018174368597095002,0.00084117370715825,0.052445899695158,0.0001383261369482793,0.0304107097908854,0.0143393510952592,0.00514079647837205,0.00093649984046345,-0.07510462125142414,-0.0451091116636383,0.28505973815918,-0.01435534874598185
Subject5,Neutrophil,D14/15,14.5,1,0.0003487763460725,0.0002439163217786,0.043912947177887,0.0008734000148251,0.015987902879715,0.0005674469284713,0.0407195203006268,0.0014089102623984,0.0004732032830361,0.0001011240747175,0.717081782023112,0.0400284081697464,0.498428239822388,-0.0275796031951904
Subject5,Neutrophil,D28,28.0,3,9.793950994206753e-05,0.00018221130691621818,0.00013746204960322063,0.0424493079384168,0.01873201972557581,0.010994316660799067,0.06478678931792577,0.012894748865316297,0.004628927213464823,0.0060768296049597,-0.03782817496193767,-0.03311916942499104,1.759776598612466,-0.062158447901407864
Subject5,Neutrophil,D4,4.0,3,0.0005808228064173,0.0015851876705709781,0.00011639234799075872,0.010461915439615633,0.037025449797511066,0.0017532542721406623,0.04792756866663694,0.015191059123026165,0.006148390128752588,7.57229524121171e-05,-0.08948068194919163,-0.09078391798499501,0.031239503224690695,-0.0200827285978529
Subject5,Neutrophil,D6,6.0,2,0.00513697386486455,0.03318738647794815,4.773809632752093e-05,0.0278162396280095,0.03648687829263505,0.0006196291360538,0.039595706854015554,0.00249093404272565,0.0044648316688835,0.0222792774438858,-0.11546061515808084,-0.10682733744686951,1.0505413627624525,0.0659510787328085
Subject5,Plasmablast,D0,0.0,1,0.17197759449482,0.0827138125896454,2.0847660380241e-06,0.286583364009857,0.888047635555267,4.11645851272624e-05,0.0350613631308079,0.06718610227108,0.127388060092926,0.370796740055084,-0.448653212388357,1.41651992895165,2.54344467163086,0.996661682128906
Subject5,Plasmablast,D10,10.0,1,0.115834452211857,6.08983682468534e-05,0.143294394016266,0.0964756682515144,0.793274998664856,0.0,1.91414619621355e-06,0.116454936563969,0.0359885394573212,0.466829180717468,0.060932502746582,1.27112825549379,2.0697819519043,1.13618645985921
Subject5,Plasmablast,D14/15,14.5,1,0.0007211178890429,4.56268116977299e-06,0.097830131649971,0.272470206022263,0.74665492773056,1.97066560758685e-06,2.50832163146697e-05,0.173324391245842,0.0001309471554122,0.444007933139801,0.203203767140706,1.57375393108446,2.13169631958008,0.953611494700114
Subject5,Plasmablast,D2,2.0,1,0.162841305136681,0.0632659867405891,2.52132139166861e-07,0.0453109852969646,0.729339182376862,0.0,9.69524899119278e-06,0.0902494862675667,0.0671010911464691,0.432791829109192,-0.585698598225911,1.96429126116694,2.56799514770508,1.23262135823568
Subject5,Plasmablast,D4,4.0,1,0.20166951417923,0.131887272000313,1.6136600606842e-06,0.0807878524065018,0.689214766025543,0.0,7.20559626188333e-07,0.0101307416334748,0.0083349039778113,0.446541637182236,-0.415847771962484,1.47735496443145,2.75843032836914,1.02447354634603
Subject5,Plasmablast,D6,6.0,1,0.129312843084335,0.0591483674943447,2.68625626631547e-07,0.244252890348434,0.512206971645355,0.0,1.55105976773484e-06,0.0334468334913254,0.000315992947435,0.520902216434479,-0.484966410001119,1.74915966695669,2.12717658996582,1.08029462178548
Subject5,Plasmablast,D8,8.0,2,0.15187461301684405,0.05093529541045425,0.03699380345642565,0.12200727686285956,0.6175754964351655,0.0228227023035288,0.024519230653879738,0.0575617363210766,0.009645227737877337,0.174978017807007,-0.16636581460634864,1.370287184812585,1.402443799972536,1.127168871561687
Subject5,T_cell,D0,0.0,102,0.3161926000730805,0.004931436564134514,0.014386262188900099,0.19834250702401934,0.10762668499316584,0.05365512895139594,0.4894753443168513,0.0028060684346181914,0.044962307074542095,0.01358482210575879,-0.20909105085079965,1.8460029367925457,2.8680725710999733,-0.181802763448042
Subject5,T_cell,D10,10.0,109,0.24273554881973294,0.0009644648414513321,0.1087457206361693,0.23625992521085448,0.046927872232287275,0.053375928531034615,0.46784002303870326,0.0007566038692293741,0.059804391243753675,0.01349878873655396,0.4854220308513817,1.4603548304594045,2.5994461742016153,-0.14923318273430566
Subject5,T_cell,D14/15,14.5,112,0.21256361279805094,0.0004045293186531672,0.11947646179396543,0.22691889064834087,0.10966980859037227,0.06011598283467782,0.48906076434643964,0.00024109545143601992,0.08920014396694587,0.008706807989927248,0.37384477517434517,1.255047929269579,2.3744304040500097,-0.1744524517336062
Subject5,T_cell,D2,2.0,114,0.3453724142245687,0.0023102978489621365,0.016518932573698467,0.207110052938497,0.08006949435684775,0.06581369417158947,0.43496219092396554,0.002816899569312232,0.0508940004019174,0.01766147215887219,-0.14976097990197743,1.7538055102009094,2.823732833527682,-0.1796192671750721
Subject5,T_cell,D28,28.0,139,0.31869326373981843,0.004868833240918069,0.009358718501597427,0.3008385370576755,0.04084265202069227,0.08787847977022284,0.3028668939723568,0.0030992910992641374,0.06055631695855793,0.012777996689262152,-0.20367314992191127,1.702618158085898,2.6772842812023576,-0.13046559045926562
Subject5,T_cell,D4,4.0,131,0.26877838755268485,0.003153681246523852,0.012460997121762027,0.1749858401804741,0.07412169112187807,0.05329524703075311,0.4973939401235339,0.0011397702306733784,0.03810809787049433,0.01827138806385489,-0.2294047854723215,1.8204091369483604,2.8932697098127758,-0.1691831875363076
Subject5,T_cell,D6,6.0,143,0.38031850576071685,0.0033566414806441972,0.011852979957054973,0.2684316238835114,0.08235312338745489,0.0642342871727084,0.3494832185330327,0.0023996527150189455,0.06750519741410492,0.018935489654451004,-0.18845828474262658,1.6907595820428305,2.7769778789173474,-0.14554711672809575
Subject5,T_cell,D8,8.0,139,0.3561907664268176,0.004673571637691775,0.01703998693612109,0.2629709986982159,0.09391875792745034,0.09480606105605377,0.35618584366889827,0.0040018962620381555,0.05424835616449993,0.016040790549289526,-0.17919166755190283,1.7902257521235456,2.6587695212329887,-0.13634523287093897
