subject,broad_cell_type,timepoint_merged,day_merged_numeric,n_cells,pattern,mean_pattern_score
Subject5,Monocyte,D14/15,14.5,41,Pattern1,0.039511279472975835
Subject5,Monocyte,D14/15,14.5,41,Pattern2,0.4372702855162504
Subject5,Monocyte,D14/15,14.5,41,Pattern3,0.3700736572102803
Subject5,Monocyte,D14/15,14.5,41,Pattern4,0.22954454047625986
Subject5,Monocyte,D14/15,14.5,41,Pattern5,0.14071961872569544
Subject5,Monocyte,D14/15,14.5,41,Pattern6,0.002050472521104414
Subject5,Monocyte,D14/15,14.5,41,Pattern7,0.016555388005289662
Subject5,Monocyte,D14/15,14.5,41,Pattern8,0.24317311095755276
Subject5,Monocyte,D14/15,14.5,41,Pattern9,0.005539907664334909
Subject5,Monocyte,D14/15,14.5,41,Pattern10,0.032731261044458664
Subject5,Monocyte,D2,2.0,39,Pattern1,0.23468165282545855
Subject5,Monocyte,D2,2.0,39,Pattern2,0.41292856213374013
Subject5,Monocyte,D2,2.0,39,Pattern3,0.06710289198973528
Subject5,Monocyte,D2,2.0,39,Pattern4,0.038264483206731106
Subject5,Monocyte,D2,2.0,39,Pattern5,0.16024227339270952
Subject5,Monocyte,D2,2.0,39,Pattern6,0.0016688858281959696
Subject5,Monocyte,D2,2.0,39,Pattern7,0.021532148118292477
Subject5,Monocyte,D2,2.0,39,Pattern8,0.29817085961500805
Subject5,Monocyte,D2,2.0,39,Pattern9,0.00734749695257673
Subject5,Monocyte,D2,2.0,39,Pattern10,0.05881381951497557
Subject5,Monocyte,D28,28.0,18,Pattern1,0.23041832699851097
Subject5,Monocyte,D28,28.0,18,Pattern2,0.35915500256750327
Subject5,Monocyte,D28,28.0,18,Pattern3,0.035619500990927096
Subject5,Monocyte,D28,28.0,18,Pattern4,0.08587577857320455
Subject5,Monocyte,D28,28.0,18,Pattern5,0.22504891161470805
Subject5,Monocyte,D28,28.0,18,Pattern6,0.0024395976472533173
Subject5,Monocyte,D28,28.0,18,Pattern7,0.0019359623508449027
Subject5,Monocyte,D28,28.0,18,Pattern8,0.2652815083662668
Subject5,Monocyte,D28,28.0,18,Pattern9,0.002803245919393984
Subject5,Monocyte,D28,28.0,18,Pattern10,0.13268622010946268
Subject5,Monocyte,D4,4.0,24,Pattern1,0.21685533265696225
Subject5,Monocyte,D4,4.0,24,Pattern2,0.4221949093043804
Subject5,Monocyte,D4,4.0,24,Pattern3,0.02862684321050296
Subject5,Monocyte,D4,4.0,24,Pattern4,0.0437349007649126
Subject5,Monocyte,D4,4.0,24,Pattern5,0.16753368047889686
Subject5,Monocyte,D4,4.0,24,Pattern6,0.00466840451793615
Subject5,Monocyte,D4,4.0,24,Pattern7,0.017780563783058305
Subject5,Monocyte,D4,4.0,24,Pattern8,0.24539854377508163
Subject5,Monocyte,D4,4.0,24,Pattern9,0.0058635059334481805
Subject5,Monocyte,D4,4.0,24,Pattern10,0.08535847567706382
Subject5,Monocyte,D6,6.0,17,Pattern1,0.2292071448294284
Subject5,Monocyte,D6,6.0,17,Pattern2,0.5144578323644751
Subject5,Monocyte,D6,6.0,17,Pattern3,0.019183572449933847
Subject5,Monocyte,D6,6.0,17,Pattern4,0.047464935003905945
Subject5,Monocyte,D6,6.0,17,Pattern5,0.20263614830371493
Subject5,Monocyte,D6,6.0,17,Pattern6,3.800303499487567e-05
Subject5,Monocyte,D6,6.0,17,Pattern7,0.008730927103188684
Subject5,Monocyte,D6,6.0,17,Pattern8,0.25401221434859667
Subject5,Monocyte,D6,6.0,17,Pattern9,0.0013410322404718601
Subject5,Monocyte,D6,6.0,17,Pattern10,0.06841655271521108
Subject5,Monocyte,D8,8.0,25,Pattern1,0.1133958272003179
Subject5,Monocyte,D8,8.0,25,Pattern2,0.3734279659390449
Subject5,Monocyte,D8,8.0,25,Pattern3,0.035879512385588244
Subject5,Monocyte,D8,8.0,25,Pattern4,0.09121559113557728
Subject5,Monocyte,D8,8.0,25,Pattern5,0.17805798602705405
Subject5,Monocyte,D8,8.0,25,Pattern6,0.013333944976534437
Subject5,Monocyte,D8,8.0,25,Pattern7,0.06376661358851154
Subject5,Monocyte,D8,8.0,25,Pattern8,0.28371261715888973
Subject5,Monocyte,D8,8.0,25,Pattern9,0.00832011021119114
Subject5,Monocyte,D8,8.0,25,Pattern10,0.061771547267453555
Subject5,NK_cell,D0,0.0,21,Pattern1,0.2354851915013223
Subject5,NK_cell,D0,0.0,21,Pattern2,0.0162198868119525
Subject5,NK_cell,D0,0.0,21,Pattern3,0.02417480457275122
Subject5,NK_cell,D0,0.0,21,Pattern4,0.37958388385318564
Subject5,NK_cell,D0,0.0,21,Pattern5,0.07134412547677693
Subject5,NK_cell,D0,0.0,21,Pattern6,0.0001556282081020511
Subject5,NK_cell,D0,0.0,21,Pattern7,0.03993813812485315
Subject5,NK_cell,D0,0.0,21,Pattern8,0.007200742874634392
Subject5,NK_cell,D0,0.0,21,Pattern9,0.48693783297425214
Subject5,NK_cell,D0,0.0,21,Pattern10,0.021502913769538848
Subject5,NK_cell,D10,10.0,22,Pattern1,0.13514175554886065
Subject5,NK_cell,D10,10.0,22,Pattern2,0.007181175934585383
Subject5,NK_cell,D10,10.0,22,Pattern3,0.2523415762592446
Subject5,NK_cell,D10,10.0,22,Pattern4,0.4401432580568574
Subject5,NK_cell,D10,10.0,22,Pattern5,0.11093196659997127
Subject5,NK_cell,D10,10.0,22,Pattern6,0.0062516751778373784
Subject5,NK_cell,D10,10.0,22,Pattern7,0.034994614780881506
Subject5,NK_cell,D10,10.0,22,Pattern8,0.0027785765653592577
Subject5,NK_cell,D10,10.0,22,Pattern9,0.4886863292618232
Subject5,NK_cell,D10,10.0,22,Pattern10,0.01688672718182717
Subject5,NK_cell,D14/15,14.5,36,Pattern1,0.07947029516785951
Subject5,NK_cell,D14/15,14.5,36,Pattern2,0.002100157300231347
Subject5,NK_cell,D14/15,14.5,36,Pattern3,0.2232191862745418
Subject5,NK_cell,D14/15,14.5,36,Pattern4,0.5792543374829823
Subject5,NK_cell,D14/15,14.5,36,Pattern5,0.21702323324027223
Subject5,NK_cell,D14/15,14.5,36,Pattern6,0.01873406095865942
Subject5,NK_cell,D14/15,14.5,36,Pattern7,0.00715133102831246
Subject5,NK_cell,D14/15,14.5,36,Pattern8,0.002194457570976421
Subject5,NK_cell,D14/15,14.5,36,Pattern9,0.5376828528112836
Subject5,NK_cell,D14/15,14.5,36,Pattern10,0.012350026648309469
Subject5,NK_cell,D2,2.0,31,Pattern1,0.24107949278797397
Subject5,NK_cell,D2,2.0,31,Pattern2,0.015088864626461007
Subject5,NK_cell,D2,2.0,31,Pattern3,0.021158728680617394
Subject5,NK_cell,D2,2.0,31,Pattern4,0.35185376194215595
Subject5,NK_cell,D2,2.0,31,Pattern5,0.04683301335242434
Subject5,NK_cell,D2,2.0,31,Pattern6,0.020987165972822342
Subject5,NK_cell,D2,2.0,31,Pattern7,0.030225248580285143
Subject5,NK_cell,D2,2.0,31,Pattern8,0.006653891630033691
Subject5,NK_cell,D2,2.0,31,Pattern9,0.48444926450329445
Subject5,NK_cell,D2,2.0,31,Pattern10,0.02736156065713011
Subject5,NK_cell,D28,28.0,9,Pattern1,0.21746032767825657
Subject5,NK_cell,D28,28.0,9,Pattern2,0.016306728303283703
Subject5,NK_cell,D28,28.0,9,Pattern3,0.0311800805199343
Subject5,NK_cell,D28,28.0,9,Pattern4,0.40570270726152546
Subject5,NK_cell,D28,28.0,9,Pattern5,0.012020605189516352
Subject5,NK_cell,D28,28.0,9,Pattern6,0.03440607043890193
Subject5,NK_cell,D28,28.0,9,Pattern7,0.019453048080069663
Subject5,NK_cell,D28,28.0,9,Pattern8,0.0041424127007682375
Subject5,NK_cell,D28,28.0,9,Pattern9,0.36250743352704584
Subject5,NK_cell,D28,28.0,9,Pattern10,0.023365330188028107
Subject5,NK_cell,D4,4.0,16,Pattern1,0.22363856094699489
Subject5,NK_cell,D4,4.0,16,Pattern2,0.008793849600380084
Subject5,NK_cell,D4,4.0,16,Pattern3,0.016897799846205427
Subject5,NK_cell,D4,4.0,16,Pattern4,0.3889057193882764
Subject5,NK_cell,D4,4.0,16,Pattern5,0.017147063447488616
Subject5,NK_cell,D4,4.0,16,Pattern6,0.018150767270221028
Subject5,NK_cell,D4,4.0,16,Pattern7,0.034803569871339625
Subject5,NK_cell,D4,4.0,16,Pattern8,0.01239373552654044
Subject5,NK_cell,D4,4.0,16,Pattern9,0.39740531146526337
Subject5,NK_cell,D4,4.0,16,Pattern10,0.01662488429555251
Subject5,NK_cell,D6,6.0,20,Pattern1,0.18816416661152857
Subject5,NK_cell,D6,6.0,20,Pattern2,0.004194525005579651
Subject5,NK_cell,D6,6.0,20,Pattern3,0.02901441873485665
Subject5,NK_cell,D6,6.0,20,Pattern4,0.48558364659547804
Subject5,NK_cell,D6,6.0,20,Pattern5,0.07535861215646937
Subject5,NK_cell,D6,6.0,20,Pattern6,0.03747893531032105
Subject5,NK_cell,D6,6.0,20,Pattern7,0.017034614521156743
Subject5,NK_cell,D6,6.0,20,Pattern8,0.012445976307724014
Subject5,NK_cell,D6,6.0,20,Pattern9,0.40693356096744526
Subject5,NK_cell,D6,6.0,20,Pattern10,0.031964847921349814
Subject5,NK_cell,D8,8.0,11,Pattern1,0.15230519961332073
Subject5,NK_cell,D8,8.0,11,Pattern2,0.01070678963004536
Subject5,NK_cell,D8,8.0,11,Pattern3,0.0233363809741356
Subject5,NK_cell,D8,8.0,11,Pattern4,0.3339089521576912
Subject5,NK_cell,D8,8.0,11,Pattern5,0.10388565307322942
Subject5,NK_cell,D8,8.0,11,Pattern6,0.07560388112575699
Subject5,NK_cell,D8,8.0,11,Pattern7,0.07297180699185907
Subject5,NK_cell,D8,8.0,11,Pattern8,0.01641420538693306
Subject5,NK_cell,D8,8.0,11,Pattern9,0.4374582564288918
Subject5,NK_cell,D8,8.0,11,Pattern10,0.027308788425960486
Subject5,Neutrophil,D10,10.0,2,Pattern1,0.01826652977615595
Subject5,Neutrophil,D10,10.0,2,Pattern2,0.0001915171387735981
Subject5,Neutrophil,D10,10.0,2,Pattern3,0.00018174368597095002
Subject5,Neutrophil,D10,10.0,2,Pattern4,0.00084117370715825
Subject5,Neutrophil,D10,10.0,2,Pattern5,0.052445899695158
Subject5,Neutrophil,D10,10.0,2,Pattern6,0.0001383261369482793
Subject5,Neutrophil,D10,10.0,2,Pattern7,0.0304107097908854
Subject5,Neutrophil,D10,10.0,2,Pattern8,0.0143393510952592
Subject5,Neutrophil,D10,10.0,2,Pattern9,0.00514079647837205
Subject5,Neutrophil,D10,10.0,2,Pattern10,0.00093649984046345
Subject5,Neutrophil,D14/15,14.5,1,Pattern1,0.0003487763460725
Subject5,Neutrophil,D14/15,14.5,1,Pattern2,0.0002439163217786
Subject5,Neutrophil,D14/15,14.5,1,Pattern3,0.043912947177887
Subject5,Neutrophil,D14/15,14.5,1,Pattern4,0.0008734000148251
Subject5,Neutrophil,D14/15,14.5,1,Pattern5,0.015987902879715
Subject5,Neutrophil,D14/15,14.5,1,Pattern6,0.0005674469284713
Subject5,Neutrophil,D14/15,14.5,1,Pattern7,0.0407195203006268
Subject5,Neutrophil,D14/15,14.5,1,Pattern8,0.0014089102623984
Subject5,Neutrophil,D14/15,14.5,1,Pattern9,0.0004732032830361
Subject5,Neutrophil,D14/15,14.5,1,Pattern10,0.0001011240747175
Subject5,Neutrophil,D28,28.0,3,Pattern1,9.793950994206753e-05
Subject5,Neutrophil,D28,28.0,3,Pattern2,0.00018221130691621818
Subject5,Neutrophil,D28,28.0,3,Pattern3,0.00013746204960322063
Subject5,Neutrophil,D28,28.0,3,Pattern4,0.0424493079384168
Subject5,Neutrophil,D28,28.0,3,Pattern5,0.01873201972557581
Subject5,Neutrophil,D28,28.0,3,Pattern6,0.010994316660799067
Subject5,Neutrophil,D28,28.0,3,Pattern7,0.06478678931792577
Subject5,Neutrophil,D28,28.0,3,Pattern8,0.012894748865316297
Subject5,Neutrophil,D28,28.0,3,Pattern9,0.004628927213464823
Subject5,Neutrophil,D28,28.0,3,Pattern10,0.0060768296049597
Subject5,Neutrophil,D4,4.0,3,Pattern1,0.0005808228064173
Subject5,Neutrophil,D4,4.0,3,Pattern2,0.0015851876705709781
Subject5,Neutrophil,D4,4.0,3,Pattern3,0.00011639234799075872
Subject5,Neutrophil,D4,4.0,3,Pattern4,0.010461915439615633
Subject5,Neutrophil,D4,4.0,3,Pattern5,0.037025449797511066
Subject5,Neutrophil,D4,4.0,3,Pattern6,0.0017532542721406623
Subject5,Neutrophil,D4,4.0,3,Pattern7,0.04792756866663694
Subject5,Neutrophil,D4,4.0,3,Pattern8,0.015191059123026165
Subject5,Neutrophil,D4,4.0,3,Pattern9,0.006148390128752588
Subject5,Neutrophil,D4,4.0,3,Pattern10,7.57229524121171e-05
Subject5,Neutrophil,D6,6.0,2,Pattern1,0.00513697386486455
Subject5,Neutrophil,D6,6.0,2,Pattern2,0.03318738647794815
Subject5,Neutrophil,D6,6.0,2,Pattern3,4.773809632752093e-05
Subject5,Neutrophil,D6,6.0,2,Pattern4,0.0278162396280095
Subject5,Neutrophil,D6,6.0,2,Pattern5,0.03648687829263505
Subject5,Neutrophil,D6,6.0,2,Pattern6,0.0006196291360538
Subject5,Neutrophil,D6,6.0,2,Pattern7,0.039595706854015554
Subject5,Neutrophil,D6,6.0,2,Pattern8,0.00249093404272565
Subject5,Neutrophil,D6,6.0,2,Pattern9,0.0044648316688835
Subject5,Neutrophil,D6,6.0,2,Pattern10,0.0222792774438858
Subject5,Plasmablast,D0,0.0,1,Pattern1,0.17197759449482
Subject5,Plasmablast,D0,0.0,1,Pattern2,0.0827138125896454
Subject5,Plasmablast,D0,0.0,1,Pattern3,2.0847660380241e-06
Subject5,Plasmablast,D0,0.0,1,Pattern4,0.286583364009857
Subject5,Plasmablast,D0,0.0,1,Pattern5,0.888047635555267
Subject5,Plasmablast,D0,0.0,1,Pattern6,4.11645851272624e-05
Subject5,Plasmablast,D0,0.0,1,Pattern7,0.0350613631308079
Subject5,Plasmablast,D0,0.0,1,Pattern8,0.06718610227108
Subject5,Plasmablast,D0,0.0,1,Pattern9,0.127388060092926
Subject5,Plasmablast,D0,0.0,1,Pattern10,0.370796740055084
Subject5,Plasmablast,D10,10.0,1,Pattern1,0.115834452211857
Subject5,Plasmablast,D10,10.0,1,Pattern2,6.08983682468534e-05
Subject5,Plasmablast,D10,10.0,1,Pattern3,0.143294394016266
Subject5,Plasmablast,D10,10.0,1,Pattern4,0.0964756682515144
Subject5,Plasmablast,D10,10.0,1,Pattern5,0.793274998664856
Subject5,Plasmablast,D10,10.0,1,Pattern6,0.0
Subject5,Plasmablast,D10,10.0,1,Pattern7,1.91414619621355e-06
Subject5,Plasmablast,D10,10.0,1,Pattern8,0.116454936563969
Subject5,Plasmablast,D10,10.0,1,Pattern9,0.0359885394573212
Subject5,Plasmablast,D10,10.0,1,Pattern10,0.466829180717468
Subject5,Plasmablast,D14/15,14.5,1,Pattern1,0.0007211178890429
Subject5,Plasmablast,D14/15,14.5,1,Pattern2,4.56268116977299e-06
Subject5,Plasmablast,D14/15,14.5,1,Pattern3,0.097830131649971
Subject5,Plasmablast,D14/15,14.5,1,Pattern4,0.272470206022263
Subject5,Plasmablast,D14/15,14.5,1,Pattern5,0.74665492773056
Subject5,Plasmablast,D14/15,14.5,1,Pattern6,1.97066560758685e-06
Subject5,Plasmablast,D14/15,14.5,1,Pattern7,2.50832163146697e-05
Subject5,Plasmablast,D14/15,14.5,1,Pattern8,0.173324391245842
Subject5,Plasmablast,D14/15,14.5,1,Pattern9,0.0001309471554122
Subject5,Plasmablast,D14/15,14.5,1,Pattern10,0.444007933139801
Subject5,Plasmablast,D2,2.0,1,Pattern1,0.162841305136681
Subject5,Plasmablast,D2,2.0,1,Pattern2,0.0632659867405891
Subject5,Plasmablast,D2,2.0,1,Pattern3,2.52132139166861e-07
Subject5,Plasmablast,D2,2.0,1,Pattern4,0.0453109852969646
Subject5,Plasmablast,D2,2.0,1,Pattern5,0.729339182376862
Subject5,Plasmablast,D2,2.0,1,Pattern6,0.0
Subject5,Plasmablast,D2,2.0,1,Pattern7,9.69524899119278e-06
Subject5,Plasmablast,D2,2.0,1,Pattern8,0.0902494862675667
Subject5,Plasmablast,D2,2.0,1,Pattern9,0.0671010911464691
Subject5,Plasmablast,D2,2.0,1,Pattern10,0.432791829109192
Subject5,Plasmablast,D4,4.0,1,Pattern1,0.20166951417923
Subject5,Plasmablast,D4,4.0,1,Pattern2,0.131887272000313
Subject5,Plasmablast,D4,4.0,1,Pattern3,1.6136600606842e-06
Subject5,Plasmablast,D4,4.0,1,Pattern4,0.0807878524065018
Subject5,Plasmablast,D4,4.0,1,Pattern5,0.689214766025543
Subject5,Plasmablast,D4,4.0,1,Pattern6,0.0
Subject5,Plasmablast,D4,4.0,1,Pattern7,7.20559626188333e-07
Subject5,Plasmablast,D4,4.0,1,Pattern8,0.0101307416334748
Subject5,Plasmablast,D4,4.0,1,Pattern9,0.0083349039778113
Subject5,Plasmablast,D4,4.0,1,Pattern10,0.446541637182236
Subject5,Plasmablast,D6,6.0,1,Pattern1,0.129312843084335
Subject5,Plasmablast,D6,6.0,1,Pattern2,0.0591483674943447
Subject5,Plasmablast,D6,6.0,1,Pattern3,2.68625626631547e-07
Subject5,Plasmablast,D6,6.0,1,Pattern4,0.244252890348434
Subject5,Plasmablast,D6,6.0,1,Pattern5,0.512206971645355
Subject5,Plasmablast,D6,6.0,1,Pattern6,0.0
Subject5,Plasmablast,D6,6.0,1,Pattern7,1.55105976773484e-06
Subject5,Plasmablast,D6,6.0,1,Pattern8,0.0334468334913254
Subject5,Plasmablast,D6,6.0,1,Pattern9,0.000315992947435
Subject5,Plasmablast,D6,6.0,1,Pattern10,0.520902216434479
Subject5,Plasmablast,D8,8.0,2,Pattern1,0.15187461301684405
Subject5,Plasmablast,D8,8.0,2,Pattern2,0.05093529541045425
Subject5,Plasmablast,D8,8.0,2,Pattern3,0.03699380345642565
Subject5,Plasmablast,D8,8.0,2,Pattern4,0.12200727686285956
Subject5,Plasmablast,D8,8.0,2,Pattern5,0.6175754964351655
Subject5,Plasmablast,D8,8.0,2,Pattern6,0.0228227023035288
Subject5,Plasmablast,D8,8.0,2,Pattern7,0.024519230653879738
Subject5,Plasmablast,D8,8.0,2,Pattern8,0.0575617363210766
Subject5,Plasmablast,D8,8.0,2,Pattern9,0.009645227737877337
Subject5,Plasmablast,D8,8.0,2,Pattern10,0.174978017807007
Subject5,T_cell,D0,0.0,102,Pattern1,0.3161926000730805
Subject5,T_cell,D0,0.0,102,Pattern2,0.004931436564134514
Subject5,T_cell,D0,0.0,102,Pattern3,0.014386262188900099
Subject5,T_cell,D0,0.0,102,Pattern4,0.19834250702401934
Subject5,T_cell,D0,0.0,102,Pattern5,0.10762668499316584
Subject5,T_cell,D0,0.0,102,Pattern6,0.05365512895139594
Subject5,T_cell,D0,0.0,102,Pattern7,0.4894753443168513
Subject5,T_cell,D0,0.0,102,Pattern8,0.0028060684346181914
Subject5,T_cell,D0,0.0,102,Pattern9,0.044962307074542095
Subject5,T_cell,D0,0.0,102,Pattern10,0.01358482210575879
Subject5,T_cell,D10,10.0,109,Pattern1,0.24273554881973294
Subject5,T_cell,D10,10.0,109,Pattern2,0.0009644648414513321
Subject5,T_cell,D10,10.0,109,Pattern3,0.1087457206361693
Subject5,T_cell,D10,10.0,109,Pattern4,0.23625992521085448
Subject5,T_cell,D10,10.0,109,Pattern5,0.046927872232287275
Subject5,T_cell,D10,10.0,109,Pattern6,0.053375928531034615
Subject5,T_cell,D10,10.0,109,Pattern7,0.46784002303870326
Subject5,T_cell,D10,10.0,109,Pattern8,0.0007566038692293741
Subject5,T_cell,D10,10.0,109,Pattern9,0.059804391243753675
Subject5,T_cell,D10,10.0,109,Pattern10,0.01349878873655396
Subject5,T_cell,D14/15,14.5,112,Pattern1,0.21256361279805094
Subject5,T_cell,D14/15,14.5,112,Pattern2,0.0004045293186531672
Subject5,T_cell,D14/15,14.5,112,Pattern3,0.11947646179396543
Subject5,T_cell,D14/15,14.5,112,Pattern4,0.22691889064834087
Subject5,T_cell,D14/15,14.5,112,Pattern5,0.10966980859037227
Subject5,T_cell,D14/15,14.5,112,Pattern6,0.06011598283467782
Subject5,T_cell,D14/15,14.5,112,Pattern7,0.48906076434643964
Subject5,T_cell,D14/15,14.5,112,Pattern8,0.00024109545143601992
Subject5,T_cell,D14/15,14.5,112,Pattern9,0.08920014396694587
Subject5,T_cell,D14/15,14.5,112,Pattern10,0.008706807989927248
Subject5,T_cell,D2,2.0,114,Pattern1,0.3453724142245687
Subject5,T_cell,D2,2.0,114,Pattern2,0.0023102978489621365
Subject5,T_cell,D2,2.0,114,Pattern3,0.016518932573698467
Subject5,T_cell,D2,2.0,114,Pattern4,0.207110052938497
Subject5,T_cell,D2,2.0,114,Pattern5,0.08006949435684775
Subject5,T_cell,D2,2.0,114,Pattern6,0.06581369417158947
Subject5,T_cell,D2,2.0,114,Pattern7,0.43496219092396554
Subject5,T_cell,D2,2.0,114,Pattern8,0.002816899569312232
Subject5,T_cell,D2,2.0,114,Pattern9,0.0508940004019174
Subject5,T_cell,D2,2.0,114,Pattern10,0.01766147215887219
Subject5,T_cell,D28,28.0,139,Pattern1,0.31869326373981843
Subject5,T_cell,D28,28.0,139,Pattern2,0.004868833240918069
Subject5,T_cell,D28,28.0,139,Pattern3,0.009358718501597427
Subject5,T_cell,D28,28.0,139,Pattern4,0.3008385370576755
Subject5,T_cell,D28,28.0,139,Pattern5,0.04084265202069227
Subject5,T_cell,D28,28.0,139,Pattern6,0.08787847977022284
Subject5,T_cell,D28,28.0,139,Pattern7,0.3028668939723568
Subject5,T_cell,D28,28.0,139,Pattern8,0.0030992910992641374
Subject5,T_cell,D28,28.0,139,Pattern9,0.06055631695855793
Subject5,T_cell,D28,28.0,139,Pattern10,0.012777996689262152
Subject5,T_cell,D4,4.0,131,Pattern1,0.26877838755268485
Subject5,T_cell,D4,4.0,131,Pattern2,0.003153681246523852
Subject5,T_cell,D4,4.0,131,Pattern3,0.012460997121762027
Subject5,T_cell,D4,4.0,131,Pattern4,0.1749858401804741
Subject5,T_cell,D4,4.0,131,Pattern5,0.07412169112187807
Subject5,T_cell,D4,4.0,131,Pattern6,0.05329524703075311
Subject5,T_cell,D4,4.0,131,Pattern7,0.4973939401235339
Subject5,T_cell,D4,4.0,131,Pattern8,0.0011397702306733784
Subject5,T_cell,D4,4.0,131,Pattern9,0.03810809787049433
Subject5,T_cell,D4,4.0,131,Pattern10,0.01827138806385489
Subject5,T_cell,D6,6.0,143,Pattern1,0.38031850576071685
Subject5,T_cell,D6,6.0,143,Pattern2,0.0033566414806441972
Subject5,T_cell,D6,6.0,143,Pattern3,0.011852979957054973
Subject5,T_cell,D6,6.0,143,Pattern4,0.2684316238835114
Subject5,T_cell,D6,6.0,143,Pattern5,0.08235312338745489
Subject5,T_cell,D6,6.0,143,Pattern6,0.0642342871727084
Subject5,T_cell,D6,6.0,143,Pattern7,0.3494832185330327
Subject5,T_cell,D6,6.0,143,Pattern8,0.0023996527150189455
Subject5,T_cell,D6,6.0,143,Pattern9,0.06750519741410492
Subject5,T_cell,D6,6.0,143,Pattern10,0.018935489654451004
Subject5,T_cell,D8,8.0,139,Pattern1,0.3561907664268176
Subject5,T_cell,D8,8.0,139,Pattern2,0.004673571637691775
Subject5,T_cell,D8,8.0,139,Pattern3,0.01703998693612109
Subject5,T_cell,D8,8.0,139,Pattern4,0.2629709986982159
Subject5,T_cell,D8,8.0,139,Pattern5,0.09391875792745034
Subject5,T_cell,D8,8.0,139,Pattern6,0.09480606105605377
Subject5,T_cell,D8,8.0,139,Pattern7,0.35618584366889827
Subject5,T_cell,D8,8.0,139,Pattern8,0.0040018962620381555
Subject5,T_cell,D8,8.0,139,Pattern9,0.05424835616449993
Subject5,T_cell,D8,8.0,139,Pattern10,0.016040790549289526
